;document_no;cominant_topic;topic_perc_contrib;keywords;tokens
93;93;0;0.3006;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['ceci', 'plonge', 'colere', 'noire', 'sentiment', 'impuissance', 'terrible']
94;94;0;0.5469;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['passionnant', 'recit', 'adrienjaulmes', 'regiment', 'azov', 'forme', 'notamment', 'dernier', 'carre', 'marioupol', 'comment', 'groupement', 'militant', 'extreme', 'droite', 'progressivement', 'transforme', 'unite', 'combattant', 'elite']
95;95;3;0.4387;ukrainien, ete, russe, depuis, apres, jour, civil, mort, francais, crime;['effet', 'force', 'ukr', 'fournissent', 'pretextes', 'necessaires', 'attaque', 'repetees', 'directement', 'poutine', 'declare', 'mobilisation', 'generale', 'lance', 'escalade', 'pourquoi', 'fait', 'piege', 'propre', 'bluff']
96;96;0;0.56;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['derouler', 'regiment', 'azov', 'milice', 'paramilitaire', 'controversee', 'devenue', 'unite', 'elite', 'brigade', 'infanterie', 'marine', 'regiment', 'azov', 'ete', 'distingues', 'president', 'volodymyr', 'zelensky', 'leurs', 'commandant', 'recu', 'plus', 'haute', 'distinction', 'pays']
97;97;2;0.3717;macron, ue, europe, va, missile, comme, si, candidat, amp, doit;['accueil', 'deux', 'vitesse', 'venant', 'comme', 'si', 'exaction', 'russe', 'etaient', 'memes', 'ras', 'bol', 'racisme', 'dit', 'nom']
98;98;3;0.3132;ukrainien, ete, russe, depuis, apres, jour, civil, mort, francais, crime;['direct', 'premier', 'ministre', 'indien', 'narendra', 'modi', 'appelle', 'dialogue', 'stopper']
99;99;2;0.3411;macron, ue, europe, va, missile, comme, si, candidat, amp, doit;['direct', 'conference', 'presse', 'barbarapompili', 'issue', 'reunion', 'extraordinaire', 'ministre', 'charge', 'energie', 'situation', 'energetique', 'ue', 'contexte', 'pfue']
100;100;3;0.3305;ukrainien, ete, russe, depuis, apres, jour, civil, mort, francais, crime;['macron', 'personne', 'pourrait', 'mener', 'front', 'diplomatique', 'mettre', 'fin', 'assure', 'maire', 'kiev', 'vitaliy', 'klychko', 'interview', 'voir', 'integralite', 'soir', 'hdedariusrochebin', 'cc', 'dariusrochebin']
101;101;0;0.3274;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['usa', 'annonce', 'renforcement', 'soutien', 'materiel', 'situation', 'cobelligerance', 'satisfait', 'aussi', 'bien', 'occident', 'permettant', 'eviter', 'scenario', 'affrontement', 'direct', 'pourra', 'durer', 'analyse']
102;102;4;0.3753;soutien, faut, situation, centre, sanction, krementchouk, moldavie, bombardement, crise, toutes;['moldavie', 'particulierement', 'exposee', 'consequences', 'notamment', 'montee', 'tension', 'region', 'transnistrie', 'soutient', 'stabilite', 'souverainete', 'integrite', 'territoriale', 'point', 'situation']
103;103;1;0.3903;france, plus, conflit, faire, monde, leurs, avant, dont, commercial, etait;['france', 'pari', 'macron', 'mckinseygate', 'comment', 'fabriquer', 'crise', 'energetique', 'toute', 'piece', 'faire', 'croire', 'cause', 'conflit', 'solution', 'mckinsey', 'sans', 'doute', 'eviter', 'parler', 'fraude', 'presidentielles', 'lien']
104;104;0;0.3993;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['uniondelagauche', 'beaucoup', 'mal', 'idee', 'melenchon', 'soutient', 'tyran', 'genocidaires', 'poutine', 'maduro', 'xijinping', 'assad', 'peut', 'sauver', 'climat', 'celui', 'affiche', 'autant', 'mepris', 'million', 'victime', 'syrie', 'chine', 'venezuela', 'sauvera', 'rien']
105;105;0;0.4861;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['lavrov', 'vichinsky', 'poutine', 'parce', 'hitler', 'sang', 'juif', 'sic', 'zelenskyy', 'peut', 'etre', 'nazi', 'ignominie', 'grotesque', 'regime', 'devenu', 'fou', 'antisemitisme', 'etat', 'pur', 'gloire', 'face', 'saloperie', 'martyre', 'debout']
106;106;2;0.2963;macron, ue, europe, va, missile, comme, si, candidat, amp, doit;['poutine', 'plus', 'dangereux', 'union', 'sovietique', 'maire', 'kiev', 'vitaliy', 'klychko', 'politique', 'poutine', 'plus', 'agressive', 'temps', 'union', 'sovietique', 'explication', 'hdedariusrochebin', 'dariusrochebin']
107;107;3;0.3336;ukrainien, ete, russe, depuis, apres, jour, civil, mort, francais, crime;['solidariteukraine', 'fbb', 'actuellement', 'frontiere', 'venir', 'aide', 'refugies', 'fuient', 'sans', 'laisser', 'derriere', 'animal', 'compagnie', 'egalement', 'animal', 'transferes', 'refuge', 'ukrainien', 'detruits']
108;108;3;0.4188;ukrainien, ete, russe, depuis, apres, jour, civil, mort, francais, crime;['maire', 'kiev', 'vitaliy', 'klychko', 'armee', 'ukrainien', 'fait', 'voler', 'eclat', 'mythe', 'armee', 'surpuissante', 'russe', 'gagneront', 'jamais', 'car', 'battons', 'enfant', 'tandis', 'battent', 'argent']
109;109;3;0.3181;ukrainien, ete, russe, depuis, apres, jour, civil, mort, francais, crime;['macron', 'pourrait', 'etre', 'personne', 'pourrait', 'mener', 'front', 'diplomatique', 'mettre', 'fin', 'assure', 'maire', 'kiev', 'vitaliy', 'klychko', 'hdedariusrochebin', 'dariusrochebin']
110;110;0;0.2611;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['npa', 'ores', 'deja', 'lien', 'organisation', 'gauche', 'anticapitaliste', 'ukrainien', 'sotsialnyi', 'rukh', 'recemment', 'lancee', 'cagnotte', 'afin', 'soutenir', 'invitons', 'chaleureusement', 'alimenter', 'don']
111;111;0;0.4237;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['poutine', 'souffrirait', 'cancer', 'lequel', 'devra', 'etre', 'opere', 'selon', 'nypost', 'ex', 'patron', 'fsb', 'kgb', 'exercerait', 'pouvoir', 'absence', 'rumeur', 'sante', 'poutine', 'circulent', 'depuis', 'certain', 'temps', 'attendons', 'voir', 'russia']
112;112;3;0.2514;ukrainien, ete, russe, depuis, apres, jour, civil, mort, francais, crime;['climat', 'giec', 'alors', 'quand', 'voyez', 'malgre', 'meme', 'capables', 'decider', 'embargo', 'faut', 'arreter', 'voiler', 'face', 'allons', 'arriver', 'priorite', 'adaptation', 'gemenne', 'legislatives', 'unionpopulaire']
113;113;3;0.3185;ukrainien, ete, russe, depuis, apres, jour, civil, mort, francais, crime;['peu', 'interet', 'quebecois', 'passe', 'dommage', 'car', 'voyou', 'moscou', 'affectera', 'grandement', 'va', 'mode', 'vie', 'occidental', 'institution', 'aussi', 'imparfaites', 'elles', 'prenons', 'garde', 'polqc']
114;114;1;0.3099;france, plus, conflit, faire, monde, leurs, avant, dont, commercial, etait;['washington', 'accuse', 'vouloir', 'annexer', 'deux', 'territoire', 'prorusses', 'or', 'territoire', 'republiques', 'separatistes', 'prorusses', 'donetsk', 'lougansk', 'deja', 'ete', 'annexe', 'accord', 'minsk']
115;115;3;0.4105;ukrainien, ete, russe, depuis, apres, jour, civil, mort, francais, crime;['bolchoi', 'deprogramme', 'spectacle', 'metteur', 'scene', 'critique', 'envers', 'kirill', 'serebrennikov', 'timofei', 'kouliabine', 'tous', 'deux', 'quitte']
116;116;3;0.3497;ukrainien, ete, russe, depuis, apres, jour, civil, mort, francais, crime;['canada', 'joue', 'jeu', 'vraiment', 'dangereux', 'parle', 'biolab', 'arme', 'biologiques', 'no', 'marioupol', 'oblast', 'donetsk', 'polcan', 'maximebernier', 'biolabs']
117;117;3;0.4431;ukrainien, ete, russe, depuis, apres, jour, civil, mort, francais, crime;['bonjour', 'bienvenue', 'nouveau', 'direct', 'autres', 'banque', 'russe', 'sortiront', 'swift', 'assure', 'chef', 'diplomatie', 'ue', 'evacuations', 'devraient', 'reprendre', 'mardi', 'matin', 'marioupol', 'direct']
118;118;2;0.3671;macron, ue, europe, va, missile, comme, si, candidat, amp, doit;['allemagne', 'er', 'mai', 'duesseldorf', 'olafscholz', 'chancelier', 'arrive', 'meme', 'parler', 'enorme', 'masse', 'gens', 'rassemblee', 'crie', 'non', 'scholz', 'doit', 'partir', 'ermai', 'ermai', 'pressemondial', 'upr', 'asselineau', 'yvespdb']
119;119;3;0.4221;ukrainien, ete, russe, depuis, apres, jour, civil, mort, francais, crime;['situation', 'evolue', 'toujours', 'lentement', 'differents', 'front', 'conflit', 'grignotage', 'ru', 'donbass', 'front', 'sud', 'poursuit', 'tandis', 'force', 'ukr', 'progressent', 'kharkiv', 'tete', 'pont', 'kherson', 'position', 'semblent', 'figees']
120;120;0;0.2611;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['interessee', 'pacifique', 'libre', 'neutre', 'prospere', 'amicale', 'malgre', 'politique', 'anti', 'administration', 'actuelle', 'souvenons', 'siecles', 'lien', 'culturels', 'spirituel', 'economiques', 'familiaux', 'lavrov', 'otan']
121;121;3;0.3336;ukrainien, ete, russe, depuis, apres, jour, civil, mort, francais, crime;['merci', 'nicolas', 'ntenzer', 'cet', 'article', 'riche', 'references', 'non', 'crime', 'nouveau', 'syrie', 'personne', 'parlait', 'syrie', 'crime', 'vladimir', 'poutine', 'via', 'fr', 'conversation']
122;122;0;0.3674;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['zelinsky', 'syndrome', 'yasser', 'arafat', 'invente', 'entretien', 'touche', 'argent', 'beaucoup', 'stock', 'arme', 'neuves', 'sans', 'controle', 'amp', 'vendrai', 'marche', 'noir', 'terroriste', 'pays', 'star', 'pays', 'corrompus']
123;123;3;0.3907;ukrainien, ete, russe, depuis, apres, jour, civil, mort, francais, crime;['occidental', 'mis', 'place', 'veritable', 'pont', 'aerien', 'ver', 'livrer', 'materiels', 'lourd', 'dont', 'force', 'ukr', 'urgemment', 'besoin']
124;124;1;0.3886;france, plus, conflit, faire, monde, leurs, avant, dont, commercial, etait;['voulant', 'prouver', 'zelensky', 'nazi', 'ministre', 'affaire', 'etrangeres', 'serguei', 'lavrov', 'tente', 'faire', 'juif', 'complice', 'leurs', 'propre', 'assassin', 'air', 'connu', 'schalscha', 'ukrainewar', 'poutine', 'antisemitisme']
125;125;0;0.3006;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['problème', 'fete', 'numero', 'occasion', 'publie', 'page', 'menu', 'identite', 'bretagne', 'presidentielle', 'legislatives', 'itw', 'art', 'frayer', 'pologne', 'rbkistorbzh', 'bzhg', 'commander', 'abonner']
126;126;0;0.3132;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['armee', 'nettement', 'plus', 'faible', 'materiellement', 'conceptuellement', 'suite', 'invasion', 'apres', 'renseignement', 'britannique', 'sanction', 'impact', 'durable', 'capacite', 'deployer', 'force', 'militaire', 'conventionnel']
127;127;3;0.4158;ukrainien, ete, russe, depuis, apres, jour, civil, mort, francais, crime;['general', 'valeryguirassimov', 'chef', 'etatmajor', 'armeesrusses', 'effectuait', 'inspection', 'front', 'izium', 'sud', 'khakiv', 'ete', 'blesse', 'lors', 'tir', 'missile', 'ukrainien', 'suite', 'renseignement', 'americain', 'ete', 'rapatrie']
128;128;0;0.4196;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['pape', 'francois', 'souhaite', 'rendre', 'moscou', 'rencontrer', 'vladimir', 'poutine', 'quotidien', 'italien', 'corriere', 'della', 'pape', 'francois', 'annonce', 'volonte', 'rendre', 'afin', 'echanger', 'president', 'tenter', 'obtenir', 'fin']
129;129;0;0.372;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['poutine', 'objectif', 'contrer', 'plan', 'anglo', 'americains', 'refoulement', 'privant', 'allie', 'ukrainien', 'acces', 'mer', 'noire', 'imposant', 'partition', 'non', 'invasion', 'impossible', 'toute', 'valeur']
130;130;0;0.2957;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['regime', 'kiev', 'embastille', 'antifasciste', 'appele', 'devant', 'mairie', 'pari', 'bourse', 'travail', 'liberte', 'kononovich', 'deux', 'dirigeant', 'jeunesse', 'communiste', 'ukrainien', 'freekononovich', 'libertekononovich']
131;131;0;0.328;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['entretien', 'telephonique', 'entre', 'emmanuel', 'macron', 'vladimir', 'poutine', 'annonce', 'elysee', 'premiere', 'foi', 'depuis', 'reelection', 'emmanuel', 'macron']
132;132;3;0.2703;ukrainien, ete, russe, depuis, apres, jour, civil, mort, francais, crime;['tous', 'ingredients', 'occidental', 'reunis', 'conflit', 'local', 'devenu', 'regional', 'necessite', 'continue', 'evoluer', 'ver', 'conflit', 'mondial', 'provoque', 'prepare', 'depuis', 'annees', 'strategie', 'chaos', 'ploutocratie', 'mondialiste']
133;133;2;0.359;macron, ue, europe, va, missile, comme, si, candidat, amp, doit;['lyubov', 'mykhailivna', 'panchenko', 'artiste', 'ukrainien', 'iconique', 'annees', 'opposant', 'kgb', 'mort', 'faim', 'maison', 'pendant', 'occupation', 'bucha', 'standwithukraine']
134;134;0;0.3398;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['zelensky', 'demande', 'turquie', 'arreter', 'deux', 'poids', 'deux', 'mesure', 'relation', 'president', 'ukrainien', 'accuse', 'ankara', 'preparer', 'programme', 'touristiques', 'russe', 'va', 'frotter', 'turc', 'encore', 'plus', 'fou', 'poutine']
135;135;3;0.3499;ukrainien, ete, russe, depuis, apres, jour, civil, mort, francais, crime;['direct', 'macron', 'va', 'entretenir', 'mi', 'journee', 'poutine', 'premiere', 'depuis', 'mar']
136;136;0;0.4846;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['sang', 'juif', 'hitler', 'apres', 'condamnation', 'propos', 'lavrov', 'accuse', 'israel', 'soutenir', 'regime', 'neonazi', 'kiev']
137;137;0;0.3039;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['soutien', 'coute', 'argent', 'defense', 'liberte', 'jamais', 'ete', 'gratuite', 'cela', 'coute', 'neanmoins', 'moins', 'argent', 'si', 'demain', 'poutine', 'victorieux', 'continuerait', 'etendre', 'recuperant', 'pays', 'balte', 'exemple', 'faut', 'arreter']
138;138;0;0.3426;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['allore', 'conte', 'consigne', 'cia', 'dediaboliser', 'nazi', 'azov', 'gauchiste', 'media', 'public', 'prives', 'comme', 'bfm', 'font', 'coeur', 'sans', 'reflechir']
139;139;0;0.507;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['apres', 'operation', 'speciale', 'vladimir', 'poutine', 'pourrait', 'declarer', 'totale', 'mai']
140;140;1;0.2854;france, plus, conflit, faire, monde, leurs, avant, dont, commercial, etait;['borisjohnson', 'devant', 'dara', 'expert', 'annoncait', 'chute', 'jour', 'tort', 'etes', 'train', 'gagner', 'fait', 'exploser', 'mythe', 'invincibilite', 'poutine', 'force', 'brute', 'agresseur', 'pese', 'rien', 'face', 'force', 'morale', 'patriote']
141;141;3;0.4129;ukrainien, ete, russe, depuis, apres, jour, civil, mort, francais, crime;['appel', 'emmanuelmacron', 'chef', 'kremlin', 'moment', 'vladimirpoutine', 'ordonne', 'assaut', 'ultime', 'usine', 'azovstal', 'marioupol', 'but', 'rappeler', 'ue', 'unie', 'contre', 'aide', 'poursuit', 'faut', 'sauver', 'civil', 'marioupol']
142;142;3;0.2621;ukrainien, ete, russe, depuis, apres, jour, civil, mort, francais, crime;['envoyons', 'arme', 'tous', 'type', 'ver', 'annonce', 'nouvelle', 'aide', 'million', 'borisjohnson', 'premier', 'ministre', 'royaume', 'uni', 'lci']
143;143;0;0.3992;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['emmanuelmacron', 'seul', 'chef', 'etat', 'maintenir', 'vpoutine', 'lien', 'diplomatique', 'nom', 'france', 'presidence', 'francaise', 'unioneuropeenne', 'preside', 'encore', 'moi', 'essentiel', 'esperer', 'jour', 'sortir', 'contre']
144;144;0;0.3721;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['ambassadeur', 'allemagne', 'traite', 'scholz', 'saucisse', 'foie', 'vexee', 'rien', 'renvoye', 'scandale', 'presse', 'occidental', 'contre', 'comportement', 'inadmissible', 'part', 'diplomate', 'rien', 'commentaire', 'ria', 'fan']
145;145;0;0.4356;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['flash', 'vladimir', 'poutine', 'demande', 'emmanuel', 'macron', 'arret', 'livraison', 'arme', 'occidental', 'afp', 'ukrainewar', 'ukrainerussiawar']
146;146;0;0.4971;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['president', 'vladimir', 'poutine', 'declare', 'occident', 'devait', 'arreter', 'fournir', 'arme', 'conversation', 'telephonique', 'homologue', 'francais', 'emmanuelmacron', 'afp']
147;147;0;0.3133;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['vraiment', 'intelligent', 'occidental', 'repondre', 'surenchere', 'verbale', 'usant', 'meme', 'procede', 'cela', 'sert', 'rien', 'cause', 'veut', 'servir', 'celle', 'cessez', 'feu', 'analyse', 'figaro']
148;148;3;0.2684;ukrainien, ete, russe, depuis, apres, jour, civil, mort, francais, crime;['gouverne', 'fou', 'furieux', 'sanction', 'penalisent', 'francais', 'sanction', 'stupides', 'reprenonslecontrole']
149;149;3;0.5739;ukrainien, ete, russe, depuis, apres, jour, civil, mort, francais, crime;['olafscholz', 'rappelle', 'petit', 'fil', 'general', 'ss', 'haut', 'rang', 'grand', 'pere', 'heureux', 'petit', 'fil', 'comme', 'envoyant', 'char', 'allemand', 'gouvernement', 'allemand', 'general', 'nombre', 'surprenant', 'descendant']
150;150;4;0.6469;soutien, faut, situation, centre, sanction, krementchouk, moldavie, bombardement, crise, toutes;['point', 'situation', 'retrouvez', 'toutes', 'information', 'mieux', 'comprendre', 'enjeu', 'crise', 'notredefense', 'florence', 'parly', 'hervegrandjean', 'gouvernementfr', 'etatmajorfr', 'armeedeterre', 'armee', 'lair', 'marinenationale']
151;151;3;0.4427;ukrainien, ete, russe, depuis, apres, jour, civil, mort, francais, crime;['direct', 'rescapes', 'usine', 'azovstal', 'arrivent', 'zaporijia', 'buvait', 'eau', 'pluie', 'partageait', 'conserve', 'quatre', 'personne', 'foi', 'jour', 'raconte', 'rescape']
152;152;0;0.281;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['apercu', 'situation', 'humanitaire', 'mai']
153;153;0;0.4197;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['vladimir', 'poutine', 'va', 'etre', 'contraint', 'decreter', 'mobilisation', 'generale', 'presente', 'depuis', 'premier', 'assaut', 'comme', 'operation', 'militaire', 'speciale', 'conflit', 'pourrait', 'etre', 'requalifie', 'mai']
154;154;0;0.4087;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['arret', 'livraison', 'arme', 'lourde', 'desole', 'pense', 'interet', 'francais', 'premier', 'azovstal', 'poutine']
155;155;0;0.5626;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['ceux', 'encore', 'compris', 'strategie', 'us', 'compris', 'spolier', 'epargnants', 'europeens', 'enrichir', 'deepstate', 'payant', 'comment', 'biden', 'va', 'spolier', 'epargnants', 'europeens', 'comment', 'premunir', 'via', 'cstrateges']
156;156;3;0.521;ukrainien, ete, russe, depuis, apres, jour, civil, mort, francais, crime;['sans', 'militaire', 'jamais', 'survecu', 'premier', 'refugies', 'usine', 'azovstal', 'marioupol', 'racontent', 'pierre', 'alonso', 'recueilli', 'temoignages', 'calvaire', 'sharrock', 'chloe']
